date,platform,post_type,likes,shares,comments,views,platform_encoded,post_type_encoded,year,month,day_of_week,week_of_year
7/19/2023,Instagram,image,654,725,302,7782,1,0,2023,7,2,29
7/19/2023,Twitter,video,2189,720,233,6904,0,1,2023,7,2,29
7/19/2023,Facebook,video,1758,127,137,6093,2,1,2023,7,2,29
7/19/2023,Facebook,text,1382,568,159,4805,2,2,2023,7,2,29
7/19/2023,Instagram,text,1601,119,284,6443,1,2,2023,7,2,29
7/19/2023,Instagram,video,1786,554,306,7759,1,1,2023,7,2,29
7/19/2023,Twitter,image,1903,597,266,8275,0,0,2023,7,2,29
7/20/2023,Facebook,text,1763,190,348,9504,2,2,2023,7,3,29
7/20/2023,Twitter,image,768,240,161,5096,0,0,2023,7,3,29
7/20/2023,Instagram,image,1406,833,391,5570,1,0,2023,7,3,29
7/20/2023,Twitter,text,746,269,121,7528,0,2,2023,7,3,29
7/20/2023,Facebook,image,774,332,327,7309,2,0,2023,7,3,29
7/21/2023,Instagram,video,851,464,113,6949,1,1,2023,7,4,29
7/21/2023,Instagram,image,1870,356,332,4817,1,0,2023,7,4,29
7/21/2023,Facebook,image,1166,634,304,5182,2,0,2023,7,4,29
7/21/2023,Facebook,video,1247,585,467,5158,2,1,2023,7,4,29
7/21/2023,Facebook,text,1425,594,242,7572,2,2,2023,7,4,29
7/21/2023,Facebook,text,1482,797,119,6665,2,2,2023,7,4,29
7/21/2023,Facebook,image,1343,183,263,5885,2,0,2023,7,4,29
7/21/2023,Twitter,text,1075,232,253,6985.5,0,2,2023,7,4,29
7/21/2023,Twitter,text,749,626,123,4056,0,2,2023,7,4,29
7/22/2023,Instagram,image,1089,686,128,4688,1,0,2023,7,5,29
7/22/2023,Facebook,image,1662,491,257,8069,2,0,2023,7,5,29
7/22/2023,Instagram,text,770,645,123,4381,1,2,2023,7,5,29
7/22/2023,Instagram,text,1526,788,388,7525,1,2,2023,7,5,29
7/22/2023,Facebook,image,2107,899,443,9476,2,0,2023,7,5,29
7/22/2023,Twitter,image,604,577,273,6304,0,0,2023,7,5,29
7/23/2023,Twitter,text,2200,466,336,8037,0,2,2023,7,6,29
7/23/2023,Twitter,image,881,250,300,5529,0,0,2023,7,6,29
7/23/2023,Facebook,video,1439,568,390,9115,2,1,2023,7,6,29
7/23/2023,Facebook,image,2062,557,457,5205,2,0,2023,7,6,29
7/24/2023,Instagram,video,769,879,480,6253,1,1,2023,7,0,30
7/24/2023,Twitter,image,1418,699,490,8021,0,0,2023,7,0,30
7/24/2023,Twitter,image,1189,715,370,6381,0,0,2023,7,0,30
7/24/2023,Twitter,text,1673,132,182,9886,0,2,2023,7,0,30
7/24/2023,Instagram,image,669,417,138,9234,1,0,2023,7,0,30
7/25/2023,Twitter,image,632,562,227,6259,0,0,2023,7,1,30
7/25/2023,Twitter,text,522,461,455,4888,0,2,2023,7,1,30
7/25/2023,Instagram,video,1353,867,205,5421,1,1,2023,7,1,30
7/26/2023,Facebook,text,1338,556,153,5421,2,2,2023,7,2,30
7/27/2023,Twitter,text,2036,449,314,9232,0,2,2023,7,3,30
7/27/2023,Instagram,video,1690,431,154,4965,1,1,2023,7,3,30
7/27/2023,Instagram,image,1109,235,234,5082,1,0,2023,7,3,30
7/27/2023,Instagram,text,1583,527,486,9075,1,2,2023,7,3,30
7/27/2023,Instagram,video,1806,442,255,9185,1,1,2023,7,3,30
7/27/2023,Facebook,video,1425,287,275,9698,2,1,2023,7,3,30
7/28/2023,Twitter,text,999,285,170,7490,0,2,2023,7,4,30
7/28/2023,Instagram,video,2048,131,272,4261,1,1,2023,7,4,30
7/28/2023,Twitter,video,1231,130,155,5883,0,1,2023,7,4,30
7/28/2023,Instagram,text,1749,894,175,8134,1,2,2023,7,4,30
7/29/2023,Instagram,video,1462,191,140,6718,1,1,2023,7,5,30
7/29/2023,Facebook,text,1926,838,260,7893,2,2,2023,7,5,30
7/30/2023,Twitter,image,1908,853,401,6841,0,0,2023,7,6,30
7/30/2023,Twitter,video,1097,818,249,7922,0,1,2023,7,6,30
7/30/2023,Facebook,video,587,258,230,6876,2,1,2023,7,6,30
7/30/2023,Twitter,text,1510,180,382,4167,0,2,2023,7,6,30
7/30/2023,Facebook,video,1000,438,416,9346,2,1,2023,7,6,30
7/30/2023,Instagram,video,1756,755,316,8890,1,1,2023,7,6,30
7/30/2023,Facebook,text,2015,861,347,6393,2,2,2023,7,6,30
7/30/2023,Instagram,text,951,491,495,9977,1,2,2023,7,6,30
7/31/2023,Instagram,video,2159,127,268,8632,1,1,2023,7,0,31
7/31/2023,Twitter,image,2080,376,468,7792,0,0,2023,7,0,31
7/31/2023,Facebook,image,1195,832,393,9377,2,0,2023,7,0,31
7/31/2023,Instagram,image,1650,232,257,5213,1,0,2023,7,0,31
7/31/2023,Twitter,text,1116,332,104,4497,0,2,2023,7,0,31
8/1/2023,Instagram,video,1622,614,335,7367,1,1,2023,8,1,31
8/1/2023,Twitter,text,2018,355,435,8740,0,2,2023,8,1,31
8/1/2023,Twitter,image,1580,757,255,9384,0,0,2023,8,1,31
8/1/2023,Twitter,text,2115,813,185,9537,0,2,2023,8,1,31
8/1/2023,Twitter,image,1017,655,351,9663,0,0,2023,8,1,31
8/2/2023,Instagram,image,1885,656,172,8959,1,0,2023,8,2,31
8/2/2023,Facebook,text,1628,836,406,9096,2,2,2023,8,2,31
8/2/2023,Facebook,video,1631,758,296,9421,2,1,2023,8,2,31
8/2/2023,Instagram,video,1975,447,284,5956,1,1,2023,8,2,31
8/3/2023,Instagram,text,2138,302,491,6764,1,2,2023,8,3,31
8/3/2023,Facebook,image,1466,745,147,7062,2,0,2023,8,3,31
8/3/2023,Facebook,image,2021,733,307,5090,2,0,2023,8,3,31
8/3/2023,Twitter,image,609,144,484,7232,0,0,2023,8,3,31
8/3/2023,Twitter,image,2091,754,366,9838,0,0,2023,8,3,31
8/4/2023,Facebook,image,1363,132,133,9382,2,0,2023,8,4,31
8/4/2023,Facebook,text,1594,869,302,4408,2,2,2023,8,4,31
8/4/2023,Twitter,text,1157,689,403,5443,0,2,2023,8,4,31
8/4/2023,Facebook,video,1549,666,284,4558,2,1,2023,8,4,31
8/4/2023,Instagram,text,1386,108,405,7837,1,2,2023,8,4,31
8/5/2023,Twitter,text,2178,464,490,5000,0,2,2023,8,5,31
8/5/2023,Twitter,video,1809,111,276,5909,0,1,2023,8,5,31
8/5/2023,Twitter,text,1606,628,302,5260,0,2,2023,8,5,31
8/5/2023,Instagram,image,669,592,219,9822,1,0,2023,8,5,31
8/5/2023,Instagram,image,1303,611,377,8248,1,0,2023,8,5,31
8/5/2023,Twitter,text,1289,778,315,5517,0,2,2023,8,5,31
8/6/2023,Instagram,image,997,428,256,6434,1,0,2023,8,6,31
8/6/2023,Facebook,video,1534,390,372,5419,2,1,2023,8,6,31
8/6/2023,Facebook,image,1547,818,370,8768,2,0,2023,8,6,31
8/7/2023,Instagram,image,1633,654,168,4506,1,0,2023,8,0,32
8/7/2023,Twitter,text,1518,858,256,8541,0,2,2023,8,0,32
8/7/2023,Facebook,image,612,690,258,5908,2,0,2023,8,0,32
8/7/2023,Instagram,image,866,724,296,4731,1,0,2023,8,0,32
8/8/2023,Twitter,text,1495,178,209,9049,0,2,2023,8,1,32
8/8/2023,Twitter,image,1338,372,232,4552,0,0,2023,8,1,32
8/8/2023,Twitter,video,1028,636,500,4046,0,1,2023,8,1,32
8/8/2023,Facebook,video,922,244,371,4333,2,1,2023,8,1,32
8/8/2023,Instagram,video,1971,634,174,4807,1,1,2023,8,1,32
8/8/2023,Twitter,video,1939,578,121,8833,0,1,2023,8,1,32
8/8/2023,Instagram,video,762,603,109,7443,1,1,2023,8,1,32
8/9/2023,Instagram,image,412,876,408,9547,1,0,2023,8,2,32
8/9/2023,Twitter,image,1953,357,181,7045,0,0,2023,8,2,32
8/9/2023,Twitter,video,648,146,168,5562,0,1,2023,8,2,32
8/9/2023,Instagram,video,1869,877,299,5875,1,1,2023,8,2,32
8/9/2023,Instagram,text,1112,591,460,8554,1,2,2023,8,2,32
8/9/2023,Facebook,image,1658,804,189,4818,2,0,2023,8,2,32
8/9/2023,Facebook,text,1790,297,158,6655,2,2,2023,8,2,32
8/10/2023,Instagram,image,1469,254,226,7361,1,0,2023,8,3,32
8/10/2023,Facebook,video,491,323,298,6876,2,1,2023,8,3,32
8/10/2023,Instagram,text,1828,856,343,4784,1,2,2023,8,3,32
8/10/2023,Twitter,image,1108,364,413,7293,0,0,2023,8,3,32
8/10/2023,Instagram,text,947,335,235,6946,1,2,2023,8,3,32
8/11/2023,Twitter,text,504,325,474,7354,0,2,2023,8,4,32
8/11/2023,Twitter,image,1516,809,377,5499,0,0,2023,8,4,32
8/11/2023,Twitter,image,2187,551,102,4134,0,0,2023,8,4,32
8/11/2023,Instagram,image,597,437,198,4401,1,0,2023,8,4,32
8/12/2023,Instagram,video,1639,497,375,9228,1,1,2023,8,5,32
8/12/2023,Twitter,text,1254,208,136,6571,0,2,2023,8,5,32
8/12/2023,Facebook,image,997,591,492,7327,2,0,2023,8,5,32
8/12/2023,Instagram,image,1737,357,451,4467,1,0,2023,8,5,32
8/12/2023,Twitter,text,1919,720,387,8951,0,2,2023,8,5,32
8/12/2023,Twitter,video,610,604,453,9754,0,1,2023,8,5,32
8/13/2023,Twitter,text,402,676,206,4649,0,2,2023,8,6,32
8/13/2023,Facebook,image,780,719,371,5926,2,0,2023,8,6,32
8/13/2023,Twitter,text,1989,499,285,6428,0,2,2023,8,6,32
8/13/2023,Facebook,video,2037,458,238,6801,2,1,2023,8,6,32
8/13/2023,Twitter,image,835,532,424,9236,0,0,2023,8,6,32
8/14/2023,Facebook,image,1035,678,459,9144,2,0,2023,8,0,33
8/14/2023,Facebook,text,1838,677,490,9623,2,2,2023,8,0,33
8/14/2023,Instagram,image,803,874,224,7414,1,0,2023,8,0,33
8/14/2023,Twitter,image,1313,315,403,6671,0,0,2023,8,0,33
8/14/2023,Twitter,image,1327,768,430,4914,0,0,2023,8,0,33
8/14/2023,Twitter,video,1099,151,330,5682,0,1,2023,8,0,33
8/14/2023,Instagram,video,1737,172,287,4502,1,1,2023,8,0,33
8/14/2023,Facebook,video,796,538,468,4333,2,1,2023,8,0,33
8/15/2023,Instagram,text,696,845,338,7853,1,2,2023,8,1,33
8/15/2023,Twitter,text,1790,142,348,7055,0,2,2023,8,1,33
8/15/2023,Instagram,text,1439,194,191,7362,1,2,2023,8,1,33
8/15/2023,Facebook,video,766,620,320,7599,2,1,2023,8,1,33
8/15/2023,Instagram,video,545,158,388,6084,1,1,2023,8,1,33
8/15/2023,Facebook,text,1252,565,493,5598,2,2,2023,8,1,33
8/16/2023,Facebook,video,1811,697,198,8791,2,1,2023,8,2,33
8/16/2023,Twitter,video,725,147,314,5075,0,1,2023,8,2,33
8/16/2023,Instagram,text,883,892,194,4118,1,2,2023,8,2,33
8/16/2023,Twitter,image,1993,104,115,7656,0,0,2023,8,2,33
8/16/2023,Twitter,image,2089,626,209,6488,0,0,2023,8,2,33
8/17/2023,Facebook,text,1272,253,410,8866,2,2,2023,8,3,33
8/17/2023,Facebook,text,1172,346,280,5752,2,2,2023,8,3,33
8/17/2023,Instagram,video,1912,159,337,8048,1,1,2023,8,3,33
8/17/2023,Twitter,image,974,421,185,7950,0,0,2023,8,3,33
8/17/2023,Twitter,image,1791,632,198,4595,0,0,2023,8,3,33
8/17/2023,Facebook,video,459,656,437,6563,2,1,2023,8,3,33
8/17/2023,Instagram,video,2098,322,315,4690,1,1,2023,8,3,33
8/17/2023,Facebook,video,1959,270,374,9223,2,1,2023,8,3,33
8/17/2023,Twitter,video,1260,272,254,9964,0,1,2023,8,3,33
8/17/2023,Facebook,video,1630,507,143,4102,2,1,2023,8,3,33
8/17/2023,Twitter,image,1949,859,339,5437,0,0,2023,8,3,33
8/17/2023,Facebook,video,1808,126,409,9754,2,1,2023,8,3,33
8/18/2023,Facebook,image,936,120,164,9093,2,0,2023,8,4,33
8/18/2023,Facebook,image,437,439,277,9563,2,0,2023,8,4,33
8/18/2023,Facebook,text,1101,704,190,7977,2,2,2023,8,4,33
8/18/2023,Facebook,text,587,292,353,4329,2,2,2023,8,4,33
8/19/2023,Instagram,text,811,832,382,6762,1,2,2023,8,5,33
8/19/2023,Instagram,image,1667,182,477,4930,1,0,2023,8,5,33
8/19/2023,Twitter,text,980,448,481,9684,0,2,2023,8,5,33
8/19/2023,Twitter,image,1383,205,386,9326,0,0,2023,8,5,33
8/20/2023,Facebook,video,463,261,306,8273,2,1,2023,8,6,33
8/20/2023,Instagram,video,2154,627,164,4921,1,1,2023,8,6,33
8/21/2023,Facebook,text,963,851,163,7037,2,2,2023,8,0,34
8/21/2023,Instagram,image,2161,873,379,7107,1,0,2023,8,0,34
8/21/2023,Instagram,text,1780,432,319,6389,1,2,2023,8,0,34
8/21/2023,Twitter,text,1891,900,113,9085,0,2,2023,8,0,34
8/21/2023,Twitter,text,2186,290,442,9573,0,2,2023,8,0,34
8/22/2023,Instagram,image,1620,836,279,5653,1,0,2023,8,1,34
8/22/2023,Twitter,image,1276,664,381,5408,0,0,2023,8,1,34
8/22/2023,Facebook,text,1024,751,207,5288,2,2,2023,8,1,34
8/22/2023,Instagram,image,796,539,337,5083,1,0,2023,8,1,34
8/23/2023,Instagram,image,2078,236,402,4822,1,0,2023,8,2,34
8/23/2023,Twitter,image,1099,827,264,7677,0,0,2023,8,2,34
8/23/2023,Twitter,image,1613,852,203,6674,0,0,2023,8,2,34
8/24/2023,Twitter,image,1274,773,375,7419,0,0,2023,8,3,34
8/25/2023,Twitter,image,1995,715,334,6327,0,0,2023,8,4,34
8/25/2023,Instagram,text,2147,293,463,4234,1,2,2023,8,4,34
8/25/2023,Facebook,image,944,217,484,7092,2,0,2023,8,4,34
8/26/2023,Twitter,text,1870,760,168,6891,0,2,2023,8,5,34
8/26/2023,Twitter,image,1691,220,145,7268,0,0,2023,8,5,34
8/26/2023,Facebook,text,859,377,268,6210,2,2,2023,8,5,34
8/26/2023,Instagram,text,1898,375,276,9633,1,2,2023,8,5,34
8/26/2023,Instagram,image,1872,238,450,7347,1,0,2023,8,5,34
8/27/2023,Twitter,text,739,743,356,5833,0,2,2023,8,6,34
8/27/2023,Facebook,image,663,189,220,9521,2,0,2023,8,6,34
8/27/2023,Instagram,video,1921,450,370,8957,1,1,2023,8,6,34
8/27/2023,Twitter,video,1114,667,412,9521,0,1,2023,8,6,34
8/28/2023,Instagram,text,2061,698,308,4871,1,2,2023,8,0,35
8/28/2023,Twitter,video,1567,488,346,9240,0,1,2023,8,0,35
8/28/2023,Twitter,image,1981,322,411,6089,0,0,2023,8,0,35
8/28/2023,Twitter,video,827,214,452,9289,0,1,2023,8,0,35
8/28/2023,Twitter,video,570,288,432,5871,0,1,2023,8,0,35
8/28/2023,Instagram,video,1961,443,263,5410,1,1,2023,8,0,35
8/29/2023,Instagram,text,1220,645,420,9408,1,2,2023,8,1,35
8/29/2023,Twitter,video,1369,293,237,7795,0,1,2023,8,1,35
8/29/2023,Twitter,text,1751,671,434,7637,0,2,2023,8,1,35
8/29/2023,Facebook,text,426,789,349,7018,2,2,2023,8,1,35
8/30/2023,Twitter,image,814,748,253,6518,0,0,2023,8,2,35
8/30/2023,Twitter,text,1352,113,132,8682,0,2,2023,8,2,35
8/30/2023,Instagram,text,1971,845,302,4022,1,2,2023,8,2,35
8/30/2023,Instagram,image,807,576,283,4258,1,0,2023,8,2,35
8/31/2023,Twitter,text,1420,217,424,4536,0,2,2023,8,3,35
8/31/2023,Twitter,image,845,578,153,8970,0,0,2023,8,3,35
8/31/2023,Twitter,video,1975,385,290,4209,0,1,2023,8,3,35
8/31/2023,Twitter,video,2129,395,258,4836,0,1,2023,8,3,35
9/1/2023,Twitter,image,1381,581,410,9339,0,0,2023,9,4,35
9/1/2023,Facebook,image,1476,180,407,8650,2,0,2023,9,4,35
9/1/2023,Facebook,text,1296,404,467,9055,2,2,2023,9,4,35
9/1/2023,Twitter,video,1555,643,239,4360,0,1,2023,9,4,35
9/2/2023,Twitter,image,702,185,229,7824,0,0,2023,9,5,35
9/2/2023,Facebook,text,1483,480,340,5492,2,2,2023,9,5,35
9/2/2023,Twitter,text,1032,741,164,9191,0,2,2023,9,5,35
9/2/2023,Instagram,image,1055,557,407,8964,1,0,2023,9,5,35
9/2/2023,Twitter,image,632,369,299,8469,0,0,2023,9,5,35
9/2/2023,Facebook,text,1516,708,397,6860,2,2,2023,9,5,35
9/3/2023,Instagram,video,1545,464,359,6151,1,1,2023,9,6,35
9/3/2023,Facebook,image,520,571,294,9911,2,0,2023,9,6,35
9/3/2023,Facebook,image,401,129,129,5146,2,0,2023,9,6,35
9/3/2023,Instagram,video,1353,491,487,7936,1,1,2023,9,6,35
9/4/2023,Facebook,text,1064,456,113,5087,2,2,2023,9,0,36
9/4/2023,Facebook,video,471,631,159,8264,2,1,2023,9,0,36
9/4/2023,Instagram,video,490,153,287,7421,1,1,2023,9,0,36
9/4/2023,Facebook,text,544,869,415,9429,2,2,2023,9,0,36
9/4/2023,Twitter,video,1532,869,303,6991,0,1,2023,9,0,36
9/4/2023,Twitter,text,542,192,499,8471,0,2,2023,9,0,36
9/4/2023,Twitter,video,1551,102,237,9282,0,1,2023,9,0,36
9/4/2023,Instagram,video,591,424,343,6812,1,1,2023,9,0,36
9/4/2023,Facebook,text,923,477,481,9104,2,2,2023,9,0,36
9/4/2023,Twitter,image,1788,223,164,5406,0,0,2023,9,0,36
9/5/2023,Twitter,image,421,791,291,4230,0,0,2023,9,1,36
9/5/2023,Facebook,video,964,731,473,6148,2,1,2023,9,1,36
9/5/2023,Twitter,video,1967,200,324,7711,0,1,2023,9,1,36
9/5/2023,Facebook,image,904,666,316,5936,2,0,2023,9,1,36
9/6/2023,Twitter,text,1661,893,103,9686,0,2,2023,9,2,36
9/6/2023,Facebook,text,598,795,339,9127,2,2,2023,9,2,36
9/6/2023,Facebook,text,857,526,376,8609,2,2,2023,9,2,36
9/6/2023,Twitter,image,470,399,286,9532,0,0,2023,9,2,36
9/6/2023,Twitter,text,1881,281,386,7431,0,2,2023,9,2,36
9/6/2023,Instagram,image,865,554,263,4506,1,0,2023,9,2,36
9/7/2023,Instagram,image,2173,888,239,4816,1,0,2023,9,3,36
9/7/2023,Instagram,text,1765,477,242,6615,1,2,2023,9,3,36
9/7/2023,Facebook,video,959,398,483,9915,2,1,2023,9,3,36
9/7/2023,Twitter,video,978,626,225,8076,0,1,2023,9,3,36
9/7/2023,Instagram,text,1185,336,310,5271,1,2,2023,9,3,36
9/7/2023,Instagram,text,1751,753,299,6254,1,2,2023,9,3,36
9/7/2023,Facebook,image,1410,350,222,5665,2,0,2023,9,3,36
9/8/2023,Instagram,text,1680,194,408,4494,1,2,2023,9,4,36
9/8/2023,Instagram,image,1420,301,101,4696,1,0,2023,9,4,36
9/8/2023,Instagram,text,1419,165,119,9729,1,2,2023,9,4,36
9/9/2023,Twitter,image,1592,665,349,8439,0,0,2023,9,5,36
9/9/2023,Instagram,text,916,500,498,4075,1,2,2023,9,5,36
9/9/2023,Facebook,video,858,791,437,4369,2,1,2023,9,5,36
9/10/2023,Instagram,image,454,665,425,6182,1,0,2023,9,6,36
9/10/2023,Twitter,image,403,683,201,9417,0,0,2023,9,6,36
9/10/2023,Twitter,video,415,592,417,6228,0,1,2023,9,6,36
9/10/2023,Instagram,text,1484,512,129,4823,1,2,2023,9,6,36
9/10/2023,Instagram,text,1949,101,156,8654,1,2,2023,9,6,36
9/10/2023,Twitter,image,1613,747,185,5418,0,0,2023,9,6,36
9/10/2023,Instagram,image,910,486,406,5731,1,0,2023,9,6,36
9/10/2023,Facebook,text,1503,820,314,7144,2,2,2023,9,6,36
9/11/2023,Facebook,image,596,486,248,4861,2,0,2023,9,0,37
9/11/2023,Instagram,image,1740,174,218,6273,1,0,2023,9,0,37
9/11/2023,Facebook,image,621,438,301,9779,2,0,2023,9,0,37
9/11/2023,Facebook,image,1910,678,173,5775,2,0,2023,9,0,37
9/11/2023,Twitter,image,2162,854,289,8143,0,0,2023,9,0,37
9/11/2023,Instagram,text,1333,768,475,8652,1,2,2023,9,0,37
9/11/2023,Twitter,video,973,428,274,9811,0,1,2023,9,0,37
9/11/2023,Instagram,text,887,715,125,8776,1,2,2023,9,0,37
9/12/2023,Instagram,text,572,638,120,6807,1,2,2023,9,1,37
9/12/2023,Instagram,image,407,530,320,8211,1,0,2023,9,1,37
9/12/2023,Facebook,text,1410,217,428,9762,2,2,2023,9,1,37
9/13/2023,Twitter,text,1560,823,390,8446,0,2,2023,9,2,37
9/13/2023,Facebook,video,2130,891,384,4459,2,1,2023,9,2,37
9/14/2023,Facebook,video,1400,273,445,7037,2,1,2023,9,3,37
9/14/2023,Twitter,text,1579,478,301,7302,0,2,2023,9,3,37
9/14/2023,Facebook,video,1222,347,310,8320,2,1,2023,9,3,37
9/14/2023,Twitter,video,1248,243,363,5748,0,1,2023,9,3,37
9/14/2023,Facebook,text,1014,898,425,8844,2,2,2023,9,3,37
9/15/2023,Facebook,video,1476,835,441,7841,2,1,2023,9,4,37
9/15/2023,Instagram,image,746,824,235,6198,1,0,2023,9,4,37
9/15/2023,Facebook,image,1690,116,159,5027,2,0,2023,9,4,37
9/15/2023,Twitter,image,1052,318,411,9196,0,0,2023,9,4,37
9/15/2023,Twitter,video,1295,724,456,4995,0,1,2023,9,4,37
9/15/2023,Instagram,text,1471,417,479,4976,1,2,2023,9,4,37
9/15/2023,Twitter,text,1026,675,275,7227,0,2,2023,9,4,37
9/15/2023,Instagram,image,456,806,303,8390,1,0,2023,9,4,37
9/16/2023,Facebook,text,1767,199,241,6767,2,2,2023,9,5,37
9/16/2023,Facebook,video,769,436,170,7547,2,1,2023,9,5,37
9/16/2023,Facebook,text,1186,755,143,6745,2,2,2023,9,5,37
9/16/2023,Facebook,text,2083,278,464,8197,2,2,2023,9,5,37
9/16/2023,Facebook,image,2097,426,151,4087,2,0,2023,9,5,37
9/17/2023,Instagram,text,2105,557,139,8293,1,2,2023,9,6,37
9/17/2023,Instagram,image,1710,106,202,6555,1,0,2023,9,6,37
9/17/2023,Facebook,image,1534,501,224,8041,2,0,2023,9,6,37
9/17/2023,Twitter,video,1625,318,453,4198,0,1,2023,9,6,37
9/17/2023,Facebook,image,427,510,312,4739,2,0,2023,9,6,37
9/17/2023,Instagram,image,508,684,124,5572,1,0,2023,9,6,37
9/17/2023,Instagram,text,1730,532,312,4353,1,2,2023,9,6,37
9/17/2023,Twitter,text,406,425,114,5499,0,2,2023,9,6,37
9/17/2023,Facebook,video,814,125,388,6239,2,1,2023,9,6,37
9/18/2023,Twitter,video,1450,243,432,6142,0,1,2023,9,0,38
9/18/2023,Twitter,image,1121,765,449,6408,0,0,2023,9,0,38
9/18/2023,Instagram,text,1965,259,197,8233,1,2,2023,9,0,38
9/18/2023,Twitter,video,528,207,341,6588,0,1,2023,9,0,38
9/18/2023,Instagram,image,1626,871,225,8820,1,0,2023,9,0,38
9/19/2023,Instagram,video,2051,352,351,8223,1,1,2023,9,1,38
9/19/2023,Instagram,video,1504,888,391,5782,1,1,2023,9,1,38
9/19/2023,Twitter,video,1978,396,199,5860,0,1,2023,9,1,38
9/19/2023,Facebook,text,704,815,122,5814,2,2,2023,9,1,38
9/20/2023,Instagram,image,707,845,314,7833,1,0,2023,9,2,38
9/20/2023,Facebook,video,1445,129,170,8095,2,1,2023,9,2,38
9/20/2023,Twitter,image,684,470,102,8413,0,0,2023,9,2,38
9/20/2023,Facebook,image,877,213,122,7489,2,0,2023,9,2,38
9/20/2023,Twitter,text,2129,748,126,7659,0,2,2023,9,2,38
9/20/2023,Facebook,video,2125,172,292,6547,2,1,2023,9,2,38
9/21/2023,Facebook,image,1599,162,485,8609,2,0,2023,9,3,38
9/21/2023,Instagram,video,804,639,289,8483,1,1,2023,9,3,38
9/21/2023,Instagram,video,851,262,126,4578,1,1,2023,9,3,38
9/21/2023,Instagram,image,1482,512,185,4073,1,0,2023,9,3,38
9/21/2023,Facebook,text,930,384,194,8824,2,2,2023,9,3,38
9/21/2023,Facebook,text,931,878,320,7451,2,2,2023,9,3,38
9/21/2023,Twitter,image,635,729,167,5137,0,0,2023,9,3,38
9/21/2023,Facebook,video,1741,722,273,5333,2,1,2023,9,3,38
9/22/2023,Twitter,video,419,481,342,7399,0,1,2023,9,4,38
9/22/2023,Facebook,image,1254,292,300,7117,2,0,2023,9,4,38
9/22/2023,Twitter,image,1198,550,371,5055,0,0,2023,9,4,38
9/23/2023,Instagram,image,869,269,179,7053,1,0,2023,9,5,38
9/23/2023,Instagram,video,1482,493,387,8329,1,1,2023,9,5,38
9/23/2023,Twitter,video,1588,447,184,5792,0,1,2023,9,5,38
9/23/2023,Facebook,video,1424,546,292,7084,2,1,2023,9,5,38
9/23/2023,Facebook,text,1738,509,387,7221,2,2,2023,9,5,38
9/23/2023,Instagram,image,980,890,252,4104,1,0,2023,9,5,38
9/23/2023,Facebook,video,2041,142,214,6466,2,1,2023,9,5,38
9/23/2023,Facebook,image,1146,175,220,8399,2,0,2023,9,5,38
9/24/2023,Twitter,text,1798,290,271,8402,0,2,2023,9,6,38
9/24/2023,Twitter,video,1231,625,402,7279,0,1,2023,9,6,38
9/24/2023,Twitter,image,771,740,372,8329,0,0,2023,9,6,38
9/24/2023,Twitter,text,663,144,175,7544,0,2,2023,9,6,38
9/24/2023,Instagram,text,1802,824,458,6834,1,2,2023,9,6,38
9/25/2023,Instagram,video,559,524,338,6201,1,1,2023,9,0,39
9/25/2023,Twitter,image,1469,448,466,7924,0,0,2023,9,0,39
9/25/2023,Facebook,video,494,815,217,8086,2,1,2023,9,0,39
9/25/2023,Facebook,video,774,720,162,9305,2,1,2023,9,0,39
9/25/2023,Facebook,video,786,398,338,4619,2,1,2023,9,0,39
9/25/2023,Instagram,text,1114,344,448,4704,1,2,2023,9,0,39
9/25/2023,Facebook,text,1826,156,291,9977,2,2,2023,9,0,39
9/26/2023,Facebook,video,1748,732,132,7555,2,1,2023,9,1,39
9/26/2023,Twitter,video,631,417,330,5768,0,1,2023,9,1,39
9/26/2023,Twitter,image,1177,383,130,4470,0,0,2023,9,1,39
9/26/2023,Twitter,image,426,101,465,9380,0,0,2023,9,1,39
9/26/2023,Instagram,text,2124,840,193,8525,1,2,2023,9,1,39
9/26/2023,Facebook,video,1587,162,298,6223,2,1,2023,9,1,39
9/27/2023,Twitter,image,1664,282,476,8693,0,0,2023,9,2,39
9/28/2023,Twitter,image,2182,696,267,6501,0,0,2023,9,3,39
9/28/2023,Twitter,image,1403,725,215,9987,0,0,2023,9,3,39
9/28/2023,Facebook,text,2176,361,252,8113,2,2,2023,9,3,39
9/28/2023,Facebook,text,1989,526,359,9738,2,2,2023,9,3,39
9/28/2023,Instagram,video,1492,430,441,7191,1,1,2023,9,3,39
9/29/2023,Twitter,video,1014,762,140,6763,0,1,2023,9,4,39
9/29/2023,Twitter,video,1687,778,421,7914,0,1,2023,9,4,39
9/29/2023,Instagram,text,590,362,245,4356,1,2,2023,9,4,39
9/29/2023,Facebook,text,702,758,422,7065,2,2,2023,9,4,39
9/29/2023,Facebook,image,1168,512,335,8673,2,0,2023,9,4,39
9/29/2023,Twitter,video,683,585,500,6946,0,1,2023,9,4,39
9/29/2023,Facebook,video,2046,526,459,9565,2,1,2023,9,4,39
9/29/2023,Instagram,text,833,730,203,9008,1,2,2023,9,4,39
9/29/2023,Facebook,image,796,682,168,4519,2,0,2023,9,4,39
9/29/2023,Instagram,video,1073,380,277,5219,1,1,2023,9,4,39
9/30/2023,Facebook,video,1511,251,217,8171,2,1,2023,9,5,39
9/30/2023,Instagram,image,2070,296,174,5901,1,0,2023,9,5,39
